company_name,job_title,location,salaries,description
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Verizon,Data Scientist,"Ashburn, VA",,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
Libbey,Competitive Analyst & Data Scientist,United States,,"The Competitive Analyst & Data Scientist is responsible for developing competitive insights, pricing and predictive models and turning data into actionable..."
Verizon,Senior Data Scientist,"Irving, TX",,"Be a subject matter expert on machine learning and predictive modeling. You will work closely with a team of talented data scientists, Big Data engineers, and..."
Refinitiv,"Senior Data Scientist – Refinitiv Labs, New York City","New York, NY",,"2+ years industry experience working in a data science role, such as statistics, machine learning, quantitative financial analysis, data engineering or natural..."
SelectMinds,Data Scientist,"Houston, TX",,"Data Scientist with 5+ years experience and expertise in Machine Learning, R language, Python. Please send your resume to info@selectmindsllc.com...."
"Canon U.S.A., Inc.",Data Scientist,"Melville, NY",,"Minimum of 3 years in a Data Science role with experience using data visualization tools (SAP Business Objects, Tableau, etc) to communicate insights...."
McKinsey & Company,Senior Data Scientist - QuantumBlack,"Boston, MA",,"As a Data Scientist at QuantumBlack in Boston, you will work with other Data Scientists, Data Engineers, Machine Learning Engineers, Designers and Project..."
Kalven Technologies,Data Scientist - No C2C,"Washington, DC",,"Supporting and collaborating with key partners inside the organization on special projects, including developing models and evaluating new algorithms..."
The Farmer's Dog,Data Scientist - Natural Language Processing,"Manhattan, NY",,The Farmer's Dog is looking for a Data Scientist specializing in natural language processing to join the Data Strategy & Insights team....
SAS Institute,Machine Learning Developer,"Cary, NC",,We are looking for a strong Machine Learning Developer to develop new algorithms as part of the Machine Learning R&D team within the Artificial Intelligence and...
Spotify,"Research Scientist, Human-Computer Interaction","Boston, MA",,"You will have a strong knowledge of data mining, machine learning, human-computer interaction, evaluation, deep learning, optimization techniques, information..."
MCR LLC,Data Scientist,"Norfolk, VA",,Four years (within the last seven years) experience conducting predictive analytics using data science (big data) and providing advice on relevant issues in the...
"PRA Group, Inc.",Data Scientist,"Norfolk, VA",,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
Decision Sciences,Data Scientist,"Poway, CA",,"Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
"SubjectWell, Inc",Data Scientist,"Austin, TX","$120,000 - $160,000 a year","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Central Intelligence Agency,Data Scientist,"Washington, DC","$67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
Urner Barry,Junior Data Scientist,"Toms River, NJ",,"Data mining using state-of-the-art methods. Enhancing data collection procedures. Health, Optical, Dental, Orthodontic Insurance, 401k, Profit Sharing...."
Verizon,Data Scientist,"Ashburn, VA",,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
Flowhub,Data Scientist,"Denver, CO",,"As a Data Scientist, you will work closely with our product team to parse and analyze data from the Flowhub platform...."
Equifax,Data & Analytics Rotational Development Program,"Atlanta, GA",,"Through our data analytics, customer insights, predictive modeling, and consulting services, we deliver the analytics and insights companies need to stay ahead...."
Apple,Data & Tableau Reporting Analyst: Data Insights,"Santa Clara Valley, CA",,Successful analytics teams involve data scientists and data engineers working hand in hand to build insightful and efficient solutions....
Palo Alto Networks,Principal Data Scientist,"Santa Clara, CA",,"3 years of working experience in analytics, data mining, and/or predictive modeling, and data interpretation...."
comScore,Data Scientist,"Portland, OR",,"Expertise at querying and manipulating data in preparation for analytics or data visualization using SQL, Spark, R/Python, etc...."
McKinsey & Company,Analytics Expert - Ingenuity,"Waltham, MA",,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)..."
"Navistar, Inc.",Data Scientist Lead,"Lisle, IL",,Support the organization to derive value from data science and analytics. Identifies meaningful insights from large data and metadata sources;...
Bosch Group,Data Scientist – Deep Learning,"Sunnyvale, CA",,Execute complex machine learning and deep learning projects that have a significant impact on Bosch global business....
Capital One,Data Scientist Manager for Statistics,"Vienna, VA",,"Bachelor’s Degree plus 4 years of experience in data analytics, or Master’s Degree plus 2 years of experience in data analytics, or PhD...."
Bank of America,Operational Volume Forecaster / Modeler,"Greensboro, NC",,Professional experience as a data scientist / analyst / statistician. Data Mining Experience using SQL/SAS querying....
"SubjectWell, Inc",Data Scientist,"Austin, TX","$120,000 - $160,000 a year","Fluency in Python, R or another advanced data programming language. Strong skills in presentation and data visualization...."
MCR LLC,Data Scientist,"Norfolk, VA",,Four years (within the last seven years) experience conducting predictive analytics using data science (big data) and providing advice on relevant issues in the...
"PRA Group, Inc.",Data Scientist,"Norfolk, VA",,"Ensure data integrity by leveraging proven methodologies, including data reconciliation, data integration and data audits...."
Central Intelligence Agency,Data Scientist,"Washington, DC","$67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
Valassis Digital,Staff Data Scientist,"Morrisville, NC",,"Staff Data Scientist – Machine Learning & Real-Time Decision Processing. You are excited about the complexity and challenges of creating intelligent, high..."
Indeed Prime,Data Scientist,"Atlanta, GA","$80,000 - $130,000 a year",Data Scientist requirements. 4+ years of experience in Data Science/ Big Data Analytics / Data Engineering. Data Scientist duties and responsibilities....
Decision Sciences,Data Scientist,"Poway, CA",,"Data mining using state-of-the-art methods. To design and develop machine learning capabilities and tools for complex, volumetric datasets, enabling customer..."
Verizon,Data Scientist,"Ashburn, VA",,"Knowledge of predictive and prescriptive analytics, data mining and machine learning a plus (Python and R preferred)...."
